Name,Medium,Type,Secondary Type,Tertiary Type,Product Name,Username,Manufacturer,Model,Developer,Author,Editor,Publisher,Language,Year,Original Price,Identifying Number,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatibility,Accession Number,Date Tested,Donor,notes,Author,Theme,image,360_image
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Nov. 1990,,,Andy Eddy,"L.F.P, Inc.",English,1990,,,,,,,,,,,,2021.2.529,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Dec. 1990,,,Andy Eddy,"L.F.P, Inc.",English,1990,,,,,,,,,,,,2021.2.530,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Jan. 1991,,,Andy Eddy,"L.F.P, Inc.",English,1991,,,,,,,,,,,,2021.2.531,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Feb. 1991,,,Andy Eddy,"L.F.P, Inc.",English,1991,,,,,,,,,,,,2021.2.532,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Apr. 1991,,,Andy Eddy,"L.F.P, Inc.",English,1991,,,,,,,,,,,,2021.2.533,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,May. 1991,,,Andy Eddy,"L.F.P, Inc.",English,1991,,,,,,,,,,,,2021.2.534,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Jun. 1991,,,Andy Eddy,"L.F.P, Inc.",English,1991,,,,,,,,,,,,2021.2.535,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Jul. 1991,,,Andy Eddy,"L.F.P, Inc.",English,1991,,,,,,,,,,,,2021.2.536,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Aug. 1991,,,Andy Eddy,"L.F.P, Inc.",English,1991,,,,,,,,,,,,2021.2.537,,Benj Edwards / Brad Feld,,,,,
Video Games & Computer Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,Video Games & Computer Entertainment,,,Nov. 1992,,,Andy Eddy,"L.F.P, Inc.",English,1992,,,,,,,,,,,,2021.2.538,,Benj Edwards / Brad Feld,,,,,
PC Games,Printed Matter,Periodical,Broad Topic,Videogames,PC Games,,,"Vol. 2, No. 3",,,Roger Strukhoff,IDG Communications,English,1989,,,,,,,,,,,,2021.2.539,,Benj Edwards / Brad Feld,,,,,
PC Entertainment,Printed Matter,Periodical,Broad Topic,Videogames,PC Entertainment,,,Sept./Oct. 1993,,,Stephen Poole,"GP Publications, Inc.",English,1993,,,,,,,,,,,,2021.2.540,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 77,,,Steve Wartofsky,"Strategy Plus, Inc.",English,1997,,,,,,,,,,,,2021.2.541,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 78,,,Steve Wartofsky,"Strategy Plus, Inc.",English,1997,,,,,,,,,,,,2021.2.542,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 79,,,Steve Wartofsky,"Strategy Plus, Inc.",English,1997,,,,,,,,,,,,2021.2.543,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 80,,,Steve Wartofsky,"Strategy Plus, Inc.",English,1997,,,,,,,,,,,,2021.2.544,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 81,,,Steve Bauman,"Strategy Plus, Inc.",English,1997,,,,,,,,,,,,2021.2.545,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 82,,,Steve Bauman,"Strategy Plus, Inc.",English,1997,,,,,,,,,,,,2021.2.546,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 83,,,Steve Bauman,"Strategy Plus, Inc.",English,1997,,,,,,,,,,,,2021.2.547,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 84,,,Steve Bauman,"Strategy Plus, Inc.",English,1997,,,,,,,,,,,,2021.2.548,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 85,,,Steve Bauman,"Strategy Plus, Inc.",English,1997,,,,,,,,,,,,2021.2.549,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 102,,,Steve Bauman,"Strategy Plus, Inc.",English,1999,,,,,,,,,,,,2021.2.550,,Benj Edwards / Brad Feld,,,,,
Computer Games Strategy Plus,Printed Matter,Periodical,Broad Topic,Videogames,Computer Games Strategy Plus,,,No. 107,,,Denny Atkin,"Strategy Plus, Inc.",English,1999,,,,,,,,,,,,2021.2.551,,Benj Edwards / Brad Feld,,,,,
IBM 9075 PC radio Guide to Operations,Printed Matter,Manual,User,IBM PC Radio,IBM 9075 PC radio Guide to Operations,,,,,,,IBM,English,1991,,,,,,,,,,,,2021.2.567,,Benj Edwards / Brad Feld,"Set of 2 laptops, includes extra batteries, battery charger, power supplies for wall and cigarette lighter, memory cards, external peripheral for DC power, manuals",,,,
IBM 9075 PC radio Guide to Operations,Printed Matter,Manual,User,IBM PC Radio,IBM 9075 PC radio Guide to Operations,,,,,,,IBM,English,1991,,,,,,,,,,,,2021.2.568,,Benj Edwards / Brad Feld,"Set of 2 laptops, includes extra batteries, battery charger, power supplies for wall and cigarette lighter, memory cards, external peripheral for DC power, manuals",,,,
IBM 9075 PC radio User's Guide,Printed Matter,Manual,User,IBM PC Radio,IBM 9075 PC radio User's Guide,,,,,,,IBM,English,1991,,,,,,,,,,,,2021.2.569,,Benj Edwards / Brad Feld,"Set of 2 laptops, includes extra batteries, battery charger, power supplies for wall and cigarette lighter, memory cards, external peripheral for DC power, manuals",,,,
Aptek Personal Service Communicator,Printed Matter,Manual,User,IBM PC Radio,Aptek Personal Service Communicator,,,,,,,"Aptek Communications Products, Inc.",English,1992,,,,,,,,,,,,2021.2.570,,Benj Edwards / Brad Feld,"Set of 2 laptops, includes extra batteries, battery charger, power supplies for wall and cigarette lighter, memory cards, external peripheral for DC power, manuals",,,,
Black Software,Printed Matter,Book,General Interest,Computer Culture,Black Software,,,,, Charlton D. McIlwain ,,Oxford University Press,English,2020,$24.95,978 0 19 086384 5,,,,,,,,,,2021.3.1,,,,,,,
Machine Media,Printed Matter,Book,Art and Design,Art,Machine Media,,,,,Steina and Woody Vasulka,Marita Sturken,San Francisco Museum of Modern Art,English,1996,,0 918471 35 4,,,,,,,,,,2021.3.2,,,,,,,
Race After Technology,Printed Matter,Book,General Interest ,Computer Culture,Race After Technology,,,,,Ruha Benjamin,,Polity Press,English,2019,,978 1 509 52640 6,,,,,,,,,,2021.3.3,,,,,,,
"Technology and the Dream: Reflections on the Black Experience at MIT, 1941-1999",Printed Matter,Book,General Interest,Archival,Technology and the Dream,,,,,Clarence G. Williams,,MIT Press,English,2001,,0 262 23212 X,,,,,,,,,,2021.3.4,,,,,,,
"Captivating Technology: Race, Carceral Technoscience, and Liberatory Imagination in Everyday Life",Printed Matter,Book,General Interest,Computer Culture,Captivating Technology,,,,,,Ruha Benjamin,Duke University Press,English,2019,,978 1 4780 0381 6,,,,,,,,,,2021.3.5,,,,,,,
Think Black,Printed Matter,Book,General Interest,Memoir,Think Black,,,,,Clyde W. Ford,,HarperCollins,English,2019,,978 0 06 289056 6,,,,,,,,,,2021.3.6,,,,,,,
Imagine That!,Printed Matter,Book,General Interest,Autobiography,Imagine That!,,,,,Ed Smith,,Self-Published,English,2020,,9798603958224,,,,,,,,,,2021.3.7,,,,,,,
Internet BBSs: A Guided Tour,Printed Matter,Manual,User,BBS,Internet BBSs: A Guided Tour,,,,,Richard Scott Mark,Margaret Marynowski,Manning Publications Co.,English,1996,$34.95,1 884777 30 9,,,,,,,,,,2021.3.8,,,"Comes with a 3.5"" floppy disk",,,,
The Adventures of Lane Mastodon: Lane Battles the Shameless Leather Goddesses,Printed Matter,Manual,User,Videogame,The Adventures of Lane Mastodon,,,,,,,Infocom,English,1986,,,,,,,,,,,,2021.3.10,,,"No software included. Manual came in Leather Goddesses of Phobos box, includes scratch and sniff stickers, merch card",,,,
MegaFiler,Printed Matter,Manual ,User,"Apple Computer, Inc.",MegaFiler,,,,Megahaus,,,Megahaus,English,1984,,,,,,,,,,,Macintosh,2021.3.14,,,"Manual comes in box, no software included",,,,
Computer Gaming World,Printed Matter,Periodical,Broad Topic,Videogames,Computer Gaming World,,,No. 134,,,Johnny Wilson,Ziff-Davis Publishing Company,English,1994,,,,,,,,,,,,2021.3.15,,Benj Edwards / Brad Feld,,,,,
Computer Gaming World,Printed Matter,Periodical,Broad Topic,Videogames,Computer Gaming World,,,No. 136,,,Johnny Wilson,Ziff-Davis Publishing Company,English,1994,,,,,,,,,,,,2021.3.16,,Benj Edwards / Brad Feld,,,,,
Computer Gaming World,Printed Matter,Periodical,Broad Topic,Videogames,Computer Gaming World,,,No. 182,,,Johnny Wilson,Ziff-Davis Publishing Company,English,1999,,,,,,,,,,,,2021.3.17,,Benj Edwards / Brad Feld,,,,,
Computer Gaming World,Printed Matter,Periodical,Broad Topic,Videogames,Computer Gaming World,,,No. 195,,,George Jones,Ziff-Davis Publishing Company,English,2000,,,,,,,,,,,,2021.3.18,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 001,,,Christian Svensson,Computec Media AG,English,1998,,,,,,,,,,,,2021.3.19,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 002,,,Christian Svensson,Computec Media AG,English,1998,,,,,,,,,,,,2021.3.20,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 004,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.21,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 005,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.22,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 006,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.23,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 007,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.24,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 008,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.25,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 009,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.26,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 010,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.27,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 011,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.28,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 012,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.29,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 013,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.30,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 014,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.31,,Benj Edwards / Brad Feld,,,,,
MCV: The Market for Home Computing & Video Games,Printed Matter,Periodical,Broad Topic,Videogames,MCV: The Market for Home Computing & Video Games,,,Issue 015,,,Christian Svensson,Computec Media AG,English,1999,,,,,,,,,,,,2021.3.32,,Benj Edwards / Brad Feld,,,,,
Interactive Age,Printed Matter,Periodical,Broad Topic,Tech Culture,Interactive Age,,,9/26/1994,,,David Klein,"CMP Publications, Inc.",English,1994,,,,,,,,,,,,2021.3.33,,Benj Edwards / Brad Feld,,,,,
Interactive Age,Printed Matter,Periodical,Broad Topic,Tech Culture,Interactive Age,,,11/14/1994,,,David Klein,"CMP Publications, Inc.",English,1994,,,,,,,,,,,,2021.3.34,,Benj Edwards / Brad Feld,,,,,
Interactive Age,Printed Matter,Periodical,Broad Topic,Tech Culture,Interactive Age,,,11/28/1994,,,David Klein,"CMP Publications, Inc.",English,1994,,,,,,,,,,,,2021.3.35,,Benj Edwards / Brad Feld,,,,,
Interactive Age,Printed Matter,Periodical,Broad Topic,Tech Culture,Interactive Age,,,12/12/1994,,,David Klein,"CMP Publications, Inc.",English,1994,,,,,,,,,,,,2021.3.36,,Benj Edwards / Brad Feld,,,,,
Interactive Age,Printed Matter,Periodical,Broad Topic,Tech Culture,Interactive Age,,,1/16/1995,,,David Klein,"CMP Publications, Inc.",English,1995,,,,,,,,,,,,2021.3.37,,Benj Edwards / Brad Feld,,,,,
Interactive Age,Printed Matter,Periodical,Broad Topic,Tech Culture,Interactive Age,,,2/27/1995,,,David Klein,"CMP Publications, Inc.",English,1995,,,,,,,,,,,,2021.3.38,,Benj Edwards / Brad Feld,,,,,
Comdex Preview,Printed Matter,Periodical,Broad Topic,Tech Culture,Comdex Preview,,,"Vol. 11, No. 1",,,Vic Farmer,The Interface Group,English,1993,,,,,,,,,,,,2021.3.39,,Benj Edwards / Brad Feld,,,,,
MSX Basic Reference Manual,Printed Matter,Manual,User,Yamaha CX5M Music Computer,MSX Basic Reference Manual,,,,,,,ASCII Corporation,English,1984,,,,,,,,,,,,2021.3.40,,Benj Edwards / Brad Feld,Part of Yamaha CX5M complete collection,,,,
FM Sound Synthesizer Unit II,Printed Matter,Manual,User,Yamaha CX5M Music Computer,FM Sound Synthesizer Unit II,,,,,,,"Nippon Gakki Co., LTD",English,1984,,,,,,,,,,,,2021.3.41,,Benj Edwards / Brad Feld,Part of Yamaha CX5M complete collection,,,,
YRM-504 FM Music Macro II,Printed Matter,Manual,User,Yamaha CX5M Music Computer,YRM-504 FM Music Macro II,,,,,,,"Nippon Gakki Co., LTD",English,1984,,,,,,,,,,,,2021.3.42,,Benj Edwards / Brad Feld,Part of Yamaha CX5M complete collection,,,,
YRM-502 FM Voicing Program II,Printed Matter,Manual,User,Yamaha CX5M Music Computer,YRM-502 FM Voicing Program II,,,,,,,"Nippon Gakki Co., LTD",English,1984,,,,,,,,,,,,2021.3.43,,Benj Edwards / Brad Feld,Part of Yamaha CX5M complete collection,,,,
YRM-301 MIDI Recorder,Printed Matter,Manual,User,Yamaha CX5M Music Computer,YRM-301 MIDI Recorder,,,,,,,"Nippon Gakki Co., LTD",English,1984,,,,,,,,,,,,2021.3.44,,Benj Edwards / Brad Feld,Part of Yamaha CX5M complete collection,,,,
Yamaha Music Computer System,Printed Matter,Manual,User,Yamaha CX5M Music Computer,Yamaha Music Computer System,,,,,,,Yamaha,English,1984,,,,,,,,,,,,2021.3.45,,Benj Edwards / Brad Feld,Part of Yamaha CX5M complete collection,,,,
Music Computer CX5M Owner's Manual,Printed Matter,Manual,User,Yamaha CX5M Music Computer,Music Computer CX5M Owner's Manual,,,,,,,"Nippon Gakki Co., LTD",English,1984,,,,,,,,,,,,2021.3.46,,Benj Edwards / Brad Feld,Part of Yamaha CX5M complete collection,,,,
Periodical Guide for Computerists,Printed Matter,Periodical,Broad Topic,Home Computing,Periodical Guide for Computerists,,,1976,,,,E. Berg Publications,English,1976,,,,,,,,,,,,2021.3.47,,Benj Edwards / Brad Feld,,,,,
Periodical Guide for Computerists,Printed Matter,Periodical,Broad Topic,Home Computing,Periodical Guide for Computerists,,,Ja - Je 1977,,,,E. Berg Publications,English,1977,,,,,,,,,,,,2021.3.48,,Benj Edwards / Brad Feld,,,,,
Periodical Guide for Computerists,Printed Matter,Periodical,Broad Topic,Home Computing,Periodical Guide for Computerists,,,July - Dec. 1977,,,,E. Berg Publications,English,1977,,,,,,,,,,,,2021.3.49,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. V, No. 3",,,Jules H. Gilder,"Hayden Publishing Co., Inc.",English,1981,,,,,,,,,,,,2021.3.50,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. V, No. 5",,,Jules H. Gilder,"Hayden Publishing Co., Inc.",English,1981,,,,,,,,,,,,2021.3.51,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. V, No. 6",,,Jules H. Gilder,"Hayden Publishing Co., Inc.",English,1981,,,,,,,,,,,,2021.3.52,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. V, No. 7",,,Jules H. Gilder,"Hayden Publishing Co., Inc.",English,1981,,,,,,,,,,,,2021.3.53,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. V, No. 8",,,Jules H. Gilder,"Hayden Publishing Co., Inc.",English,1981,,,,,,,,,,,,2021.3.54,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VI, No. 10",,,Paul Kellam,"Hayden Publishing Co., Inc.",English,1982,,,,,,,,,,,,2021.3.55,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VI, No. 11",,,Paul Kellam,"Hayden Publishing Co., Inc.",English,1982,,,,,,,,,,,,2021.3.56,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VI, No. 12",,,Paul Kellam,"Hayden Publishing Co., Inc.",English,1982,,,,,,,,,,,,2021.3.57,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VII, No. 1",,,Paul Kellam,"Hayden Publishing Co., Inc.",English,1983,,,,,,,,,,,,2021.3.58,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VII, No. 2",,,Paul Kellam,"Hayden Publishing Co., Inc.",English,1983,,,,,,,,,,,,2021.3.59,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VII, No. 3",,,Paul Kellam,"Hayden Publishing Co., Inc.",English,1983,,,,,,,,,,,,2021.3.60,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VII, No. 4",,,Paul Kellam,"Hayden Publishing Co., Inc.",English,1983,,,,,,,,,,,,2021.3.61,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VII, No. 5",,,Paul Kellam,"Hayden Publishing Co., Inc.",English,1983,,,,,,,,,,,,2021.3.62,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VII, No. 6",,,Robert J. Lydon,"Hayden Publishing Co., Inc.",English,1983,,,,,,,,,,,,2021.3.63,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VII, No. 10",,,Robert J. Lydon,"Hayden Publishing Co., Inc.",English,1983,,,,,,,,,,,,2021.3.64,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VII, No. 11",,,Robert J. Lydon,"Hayden Publishing Co., Inc.",English,1983,,,,,,,,,,,,2021.3.65,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VII, No. 12",,,Robert J. Lydon,"Hayden Publishing Co., Inc.",English,1983,,,,,,,,,,,,2021.3.66,,Benj Edwards / Brad Feld,,,,,
Personal Computing,Printed Matter,Periodical,Broad Topic,General Computing,Personal Computing,,,"Vol. VIII, No. 5",,,Charles L. Martin,"Hayden Publishing Co., Inc.",English,1984,,,,,,,,,,,,2021.3.67,,Benj Edwards / Brad Feld,,,,,
